Spacecraft: DefaultSC

Start Time (UTC)            Stop Time (UTC)               Duration (s)    Occ Body        Type        Event Number  Total Duration (s)
05 Apr 2029 12:33:29.633    05 Apr 2029 12:33:56.971      27.337689302    Earth           Penumbra    238           1203.7161302
05 Apr 2029 12:33:56.971    05 Apr 2029 12:53:05.489      1148.5178746    Earth           Umbra       238           1203.7161302
05 Apr 2029 12:53:05.489    05 Apr 2029 12:53:33.349      27.860566357    Earth           Penumbra    238           1203.7161302
05 Apr 2029 14:08:02.246    05 Apr 2029 14:08:30.046      27.799604356    Earth           Penumbra    239           1190.0254669
05 Apr 2029 14:08:30.046    05 Apr 2029 14:27:23.945      1133.8985674    Earth           Umbra       239           1190.0254669
05 Apr 2029 14:27:23.945    05 Apr 2029 14:27:52.272      28.327295242    Earth           Penumbra    239           1190.0254669
05 Apr 2029 15:42:35.056    05 Apr 2029 15:43:03.332      28.275826375    Earth           Penumbra    240           1176.2447871
05 Apr 2029 15:43:03.332    05 Apr 2029 16:01:42.495      1119.1632740    Earth           Umbra       240           1176.2447871
05 Apr 2029 16:01:42.495    05 Apr 2029 16:02:11.301      28.805686708    Earth           Penumbra    240           1176.2447871
05 Apr 2029 17:17:07.998    05 Apr 2029 17:17:36.771      28.772166220    Earth           Penumbra    241           1162.2646190
05 Apr 2029 17:17:36.771    05 Apr 2029 17:36:00.960      1104.1891709    Earth           Umbra       241           1162.2646190
05 Apr 2029 17:36:00.960    05 Apr 2029 17:36:30.263      29.303281952    Earth           Penumbra    241           1162.2646190
05 Apr 2029 18:51:41.112    05 Apr 2029 18:52:10.395      29.283265024    Earth           Penumbra    242           1148.1980705
05 Apr 2029 18:52:10.395    05 Apr 2029 19:10:19.494      1089.0986874    Earth           Umbra       242           1148.1980705
05 Apr 2029 19:10:19.494    05 Apr 2029 19:10:49.310      29.816118011    Earth           Penumbra    242           1148.1980705
05 Apr 2029 20:26:14.385    05 Apr 2029 20:26:44.202      29.816803860    Earth           Penumbra    243           1133.8673031
05 Apr 2029 20:26:44.202    05 Apr 2029 20:44:37.900      1073.6982278    Earth           Umbra       243           1133.8673031
05 Apr 2029 20:44:37.900    05 Apr 2029 20:45:08.252      30.352271372    Earth           Penumbra    243           1133.8673031
05 Apr 2029 22:00:47.860    05 Apr 2029 22:01:18.234      30.373537098    Earth           Penumbra    244           1119.3333046
05 Apr 2029 22:01:18.234    05 Apr 2029 22:18:56.283      1058.0491897    Earth           Umbra       244           1119.3333046
05 Apr 2029 22:18:56.283    05 Apr 2029 22:19:27.193      30.910577788    Earth           Penumbra    244           1119.3333046
05 Apr 2029 23:35:21.641    05 Apr 2029 23:35:52.588      30.946497177    Earth           Penumbra    245           1104.7124085
05 Apr 2029 23:35:52.588    05 Apr 2029 23:53:14.868      1042.2800169    Earth           Umbra       245           1104.7124085
05 Apr 2029 23:53:14.868    05 Apr 2029 23:53:46.354      31.485894334    Earth           Penumbra    245           1104.7124085
06 Apr 2029 01:09:55.827    06 Apr 2029 01:10:27.368      31.540552934    Earth           Penumbra    246           1089.9187079
06 Apr 2029 01:10:27.368    06 Apr 2029 01:27:33.665      1026.2975102    Earth           Umbra       246           1089.9187079
06 Apr 2029 01:27:33.665    06 Apr 2029 01:28:05.746      32.080644742    Earth           Penumbra    246           1089.9187079
06 Apr 2029 02:44:30.209    06 Apr 2029 02:45:02.373      32.163465593    Earth           Penumbra    247           1074.8772727
06 Apr 2029 02:45:02.373    06 Apr 2029 03:01:52.386      1010.0129906    Earth           Umbra       247           1074.8772727
06 Apr 2029 03:01:52.386    06 Apr 2029 03:02:25.086      32.700816519    Earth           Penumbra    247           1074.8772727
06 Apr 2029 04:19:04.604    06 Apr 2029 04:19:37.425      32.820479607    Earth           Penumbra    248           1059.4481275
06 Apr 2029 04:19:37.425    06 Apr 2029 04:36:10.695      993.27057428    Earth           Umbra       248           1059.4481275
06 Apr 2029 04:36:10.695    06 Apr 2029 04:36:44.052      33.357073646    Earth           Penumbra    248           1059.4481275
06 Apr 2029 05:53:39.004    06 Apr 2029 05:54:12.501      33.496895735    Earth           Penumbra    249           1044.0350687
06 Apr 2029 05:54:12.501    06 Apr 2029 06:10:29.006      976.50550290    Earth           Umbra       249           1044.0350687
06 Apr 2029 06:10:29.006    06 Apr 2029 06:11:03.039      34.032670024    Earth           Penumbra    249           1044.0350687
06 Apr 2029 07:28:13.491    06 Apr 2029 07:28:47.689      34.198760893    Earth           Penumbra    250           1028.5425126
06 Apr 2029 07:28:47.689    06 Apr 2029 07:44:47.299      959.60965717    Earth           Umbra       250           1028.5425126
06 Apr 2029 07:44:47.299    06 Apr 2029 07:45:22.033      34.734094504    Earth           Penumbra    250           1028.5425126
06 Apr 2029 09:02:48.131    06 Apr 2029 09:03:23.051      34.920206387    Earth           Penumbra    251           1013.0351258
06 Apr 2029 09:03:23.051    06 Apr 2029 09:19:05.710      942.65906514    Earth           Umbra       251           1013.0351258
06 Apr 2029 09:19:05.710    06 Apr 2029 09:19:41.166      35.455854319    Earth           Penumbra    251           1013.0351258
06 Apr 2029 10:37:22.913    06 Apr 2029 10:37:58.567      35.653679701    Earth           Penumbra    252           997.76644326
06 Apr 2029 10:37:58.567    06 Apr 2029 10:53:24.494      925.92742844    Earth           Umbra       252           997.76644326
06 Apr 2029 10:53:24.494    06 Apr 2029 10:54:00.679      36.185335123    Earth           Penumbra    252           997.76644326
06 Apr 2029 12:11:57.948    06 Apr 2029 12:12:34.387      36.439062876    Earth           Penumbra    253           981.98278440
06 Apr 2029 12:12:34.387    06 Apr 2029 12:27:42.963      908.57611564    Earth           Umbra       253           981.98278440
06 Apr 2029 12:27:42.963    06 Apr 2029 12:28:19.931      36.967605888    Earth           Penumbra    253           981.98278440
06 Apr 2029 13:46:33.299    06 Apr 2029 13:47:10.571      37.272111000    Earth           Penumbra    254           965.76681579
06 Apr 2029 13:47:10.571    06 Apr 2029 14:02:01.266      890.69483753    Earth           Umbra       254           965.76681579
06 Apr 2029 14:02:01.266    06 Apr 2029 14:02:39.066      37.799867266    Earth           Penumbra    254           965.76681579
06 Apr 2029 15:21:08.826    06 Apr 2029 15:21:46.961      38.135008025    Earth           Penumbra    255           949.53911608
06 Apr 2029 15:21:46.961    06 Apr 2029 15:36:19.706      872.74493426    Earth           Umbra       255           949.53911608
06 Apr 2029 15:36:19.706    06 Apr 2029 15:36:58.365      38.659173797    Earth           Penumbra    255           949.53911608
06 Apr 2029 16:55:44.511    06 Apr 2029 16:56:23.556      39.044974360    Earth           Penumbra    256           933.09429009
06 Apr 2029 16:56:23.556    06 Apr 2029 17:10:38.042      854.48620522    Earth           Umbra       256           933.09429009
06 Apr 2029 17:10:38.042    06 Apr 2029 17:11:17.605      39.563110506    Earth           Penumbra    256           933.09429009
06 Apr 2029 18:30:20.323    06 Apr 2029 18:31:00.313      39.989629830    Earth           Penumbra    257           916.66028209
06 Apr 2029 18:31:00.313    06 Apr 2029 18:44:56.481      836.16865251    Earth           Umbra       257           916.66028209
06 Apr 2029 18:44:56.481    06 Apr 2029 18:45:36.983      40.501999750    Earth           Penumbra    257           916.66028209
06 Apr 2029 20:04:56.308    06 Apr 2029 20:05:37.296      40.987646068    Earth           Penumbra    258           899.96817475
06 Apr 2029 20:05:37.296    06 Apr 2029 20:19:14.780      817.48485756    Earth           Umbra       258           899.96817475
06 Apr 2029 20:19:14.780    06 Apr 2029 20:19:56.276      41.495671123    Earth           Penumbra    258           899.96817475
06 Apr 2029 21:39:32.499    06 Apr 2029 21:40:14.541      42.041897541    Earth           Penumbra    259           883.07247424
06 Apr 2029 21:40:14.541    06 Apr 2029 21:53:33.027      798.48637884    Earth           Umbra       259           883.07247424
06 Apr 2029 21:53:33.027    06 Apr 2029 21:54:15.572      42.544197862    Earth           Penumbra    259           883.07247424
06 Apr 2029 23:14:08.903    06 Apr 2029 23:14:52.039      43.136190413    Earth           Penumbra    260           866.26713452
06 Apr 2029 23:14:52.039    06 Apr 2029 23:27:51.539      779.49989398    Earth           Umbra       260           866.26713452
06 Apr 2029 23:27:51.539    06 Apr 2029 23:28:35.170      43.631050119    Earth           Penumbra    260           866.26713452
07 Apr 2029 00:48:45.626    07 Apr 2029 00:49:29.899      44.273099920    Earth           Penumbra    261           849.45742133
07 Apr 2029 00:49:29.899    07 Apr 2029 01:02:10.321      760.42160435    Earth           Umbra       261           849.45742133
07 Apr 2029 01:02:10.321    07 Apr 2029 01:02:55.084      44.762717059    Earth           Penumbra    261           849.45742133
07 Apr 2029 02:23:22.566    07 Apr 2029 02:24:08.043      45.476714079    Earth           Penumbra    262           832.43345098
07 Apr 2029 02:24:08.043    07 Apr 2029 02:36:29.042      740.99926797    Earth           Umbra       262           832.43345098
07 Apr 2029 02:36:29.042    07 Apr 2029 02:37:15.000      45.957468927    Earth           Penumbra    262           832.43345098
07 Apr 2029 03:57:59.616    07 Apr 2029 03:58:46.401      46.785924817    Earth           Penumbra    263           814.84083084
07 Apr 2029 03:58:46.401    07 Apr 2029 04:10:47.202      720.80057824    Earth           Umbra       263           814.84083084
07 Apr 2029 04:10:47.202    07 Apr 2029 04:11:34.456      47.254327778    Earth           Penumbra    263           814.84083084
07 Apr 2029 05:32:36.570    07 Apr 2029 05:33:24.719      48.148743692    Earth           Penumbra    264           797.40546537
07 Apr 2029 05:33:24.719    07 Apr 2029 05:45:05.369      700.65062216    Earth           Umbra       264           797.40546537
07 Apr 2029 05:45:05.369    07 Apr 2029 05:45:53.975      48.606099514    Earth           Penumbra    264           797.40546537
07 Apr 2029 07:07:13.534    07 Apr 2029 07:08:03.112      49.578312796    Earth           Penumbra    265           780.04171079
07 Apr 2029 07:08:03.112    07 Apr 2029 07:19:23.549      680.43751357    Earth           Umbra       265           780.04171079
07 Apr 2029 07:19:23.549    07 Apr 2029 07:20:13.575      50.025884423    Earth           Penumbra    265           780.04171079
07 Apr 2029 08:41:50.523    07 Apr 2029 08:42:41.591      51.067803497    Earth           Penumbra    266           762.83762455
07 Apr 2029 08:42:41.591    07 Apr 2029 08:53:41.853      660.26280028    Earth           Umbra       266           762.83762455
07 Apr 2029 08:53:41.853    07 Apr 2029 08:54:33.360      51.507020777    Earth           Penumbra    266           762.83762455
07 Apr 2029 10:16:27.407    07 Apr 2029 10:17:19.979      52.571592364    Earth           Penumbra    267           746.32321880
07 Apr 2029 10:17:19.979    07 Apr 2029 10:28:00.731      640.75287825    Earth           Umbra       267           746.32321880
07 Apr 2029 10:28:00.731    07 Apr 2029 10:28:53.730      52.998748189    Earth           Penumbra    267           746.32321880
07 Apr 2029 11:51:04.585    07 Apr 2029 11:51:58.802      54.216844705    Earth           Penumbra    268           729.28282642
07 Apr 2029 11:51:58.802    07 Apr 2029 12:02:19.239      620.43713839    Earth           Umbra       268           729.28282642
07 Apr 2029 12:02:19.239    07 Apr 2029 12:03:13.868      54.628843325    Earth           Penumbra    268           729.28282642
07 Apr 2029 13:25:42.114    07 Apr 2029 13:26:38.131      56.016646349    Earth           Penumbra    269           711.69773585
07 Apr 2029 13:26:38.131    07 Apr 2029 13:36:37.394      599.26366329    Earth           Umbra       269           711.69773585
07 Apr 2029 13:36:37.394    07 Apr 2029 13:37:33.812      56.417426211    Earth           Penumbra    269           711.69773585
07 Apr 2029 15:00:19.654    07 Apr 2029 15:01:17.548      57.894260134    Earth           Penumbra    270           694.39558669
07 Apr 2029 15:01:17.548    07 Apr 2029 15:10:55.766      578.21753140    Earth           Umbra       270           694.39558669
07 Apr 2029 15:10:55.766    07 Apr 2029 15:11:54.049      58.283795149    Earth           Penumbra    270           694.39558669
07 Apr 2029 16:34:57.292    07 Apr 2029 16:35:57.203      59.911502071    Earth           Penumbra    271           676.99277328
07 Apr 2029 16:35:57.203    07 Apr 2029 16:45:14.000      556.79679571    Earth           Umbra       271           676.99277328
07 Apr 2029 16:45:14.000    07 Apr 2029 16:46:14.285      60.284475493    Earth           Penumbra    271           676.99277328
07 Apr 2029 18:09:34.876    07 Apr 2029 18:10:36.906      62.029691460    Earth           Penumbra    272           659.92132185
07 Apr 2029 18:10:36.906    07 Apr 2029 18:19:32.413      535.50737312    Earth           Umbra       272           659.92132185
07 Apr 2029 18:19:32.413    07 Apr 2029 18:20:34.797      62.384257279    Earth           Penumbra    272           659.92132185
07 Apr 2029 19:44:12.536    07 Apr 2029 19:45:16.849      64.312736434    Earth           Penumbra    273           642.77817216
07 Apr 2029 19:45:16.849    07 Apr 2029 19:53:50.663      513.81465326    Earth           Umbra       273           642.77817216
07 Apr 2029 19:53:50.663    07 Apr 2029 19:54:55.314      64.650782465    Earth           Penumbra    273           642.77817216
07 Apr 2029 21:18:50.289    07 Apr 2029 21:19:57.064      66.774672701    Earth           Penumbra    274           625.61317052
07 Apr 2029 21:19:57.064    07 Apr 2029 21:28:08.806      491.74184689    Earth           Umbra       274           625.61317052
07 Apr 2029 21:28:08.806    07 Apr 2029 21:29:15.903      67.096650938    Earth           Penumbra    274           625.61317052
07 Apr 2029 22:53:27.965    07 Apr 2029 22:54:37.305      69.339994295    Earth           Penumbra    275           609.04837498
07 Apr 2029 22:54:37.305    07 Apr 2029 23:02:27.371      470.06581435    Earth           Umbra       275           609.04837498
07 Apr 2029 23:02:27.371    07 Apr 2029 23:03:37.014      69.642566331    Earth           Penumbra    275           609.04837498
08 Apr 2029 00:28:05.642    08 Apr 2029 00:29:17.661      72.019077279    Earth           Penumbra    276           593.02947895
08 Apr 2029 00:29:17.661    08 Apr 2029 00:36:46.368      448.70765219    Earth           Umbra       276           593.02947895
08 Apr 2029 00:36:46.368    08 Apr 2029 00:37:58.671      72.302749485    Earth           Penumbra    276           593.02947895
08 Apr 2029 02:02:43.333    08 Apr 2029 02:03:58.217      74.883990199    Earth           Penumbra    277           577.17555041
08 Apr 2029 02:03:58.217    08 Apr 2029 02:11:05.355      427.13849174    Earth           Umbra       277           577.17555041
08 Apr 2029 02:11:05.355    08 Apr 2029 02:12:20.508      75.153068465    Earth           Penumbra    277           577.17555041
08 Apr 2029 03:37:21.217    08 Apr 2029 03:38:39.377      78.159719578    Earth           Penumbra    278           560.59858716
08 Apr 2029 03:38:39.377    08 Apr 2029 03:45:23.407      404.03001123    Earth           Umbra       278           560.59858716
08 Apr 2029 03:45:23.407    08 Apr 2029 03:46:41.815      78.408856352    Earth           Penumbra    278           560.59858716
08 Apr 2029 05:11:58.735    08 Apr 2029 05:13:20.377      81.641658861    Earth           Penumbra    279           544.60990622
08 Apr 2029 05:13:20.377    08 Apr 2029 05:19:41.481      381.10427780    Earth           Umbra       279           544.60990622
08 Apr 2029 05:19:41.481    08 Apr 2029 05:21:03.345      81.863969564    Earth           Penumbra    279           544.60990622
08 Apr 2029 06:46:35.935    08 Apr 2029 06:48:01.270      85.334858880    Earth           Penumbra    280           529.27326579
08 Apr 2029 06:48:01.270    08 Apr 2029 06:53:59.675      358.40492081    Earth           Umbra       280           529.27326579
08 Apr 2029 06:53:59.675    08 Apr 2029 06:55:25.208      85.533486097    Earth           Penumbra    280           529.27326579
08 Apr 2029 08:21:12.824    08 Apr 2029 08:22:42.064      89.240466279    Earth           Penumbra    281           514.63676834
08 Apr 2029 08:22:42.064    08 Apr 2029 08:28:18.040      335.97645478    Earth           Umbra       281           514.63676834
08 Apr 2029 08:28:18.040    08 Apr 2029 08:29:47.460      89.419847284    Earth           Penumbra    281           514.63676834
08 Apr 2029 09:55:48.936    08 Apr 2029 09:57:21.942      93.005751818    Earth           Penumbra    282           501.85216345
08 Apr 2029 09:57:21.942    08 Apr 2029 10:02:37.622      315.68001079    Earth           Umbra       282           501.85216345
08 Apr 2029 10:02:37.622    08 Apr 2029 10:04:10.788      93.166400841    Earth           Penumbra    282           501.85216345
08 Apr 2029 11:30:25.130    08 Apr 2029 11:32:02.353      97.222587350    Earth           Penumbra    283           488.97779341
08 Apr 2029 11:32:02.353    08 Apr 2029 11:36:56.748      294.39535519    Earth           Umbra       283           488.97779341
08 Apr 2029 11:36:56.748    08 Apr 2029 11:38:34.108      97.359850863    Earth           Penumbra    283           488.97779341
08 Apr 2029 13:05:01.607    08 Apr 2029 13:06:43.762      102.15446313    Earth           Penumbra    284           475.64543167
08 Apr 2029 13:06:43.762    08 Apr 2029 13:11:14.986      271.22455199    Earth           Umbra       284           475.64543167
08 Apr 2029 13:11:14.986    08 Apr 2029 13:12:57.253      102.26641655    Earth           Penumbra    284           475.64543167
08 Apr 2029 14:39:37.562    08 Apr 2029 14:41:24.809      107.24718345    Earth           Penumbra    285           463.51987728
08 Apr 2029 14:41:24.809    08 Apr 2029 14:45:33.743      248.93311027    Earth           Umbra       285           463.51987728
08 Apr 2029 14:45:33.743    08 Apr 2029 14:47:21.082      107.33958356    Earth           Penumbra    285           463.51987728
08 Apr 2029 16:14:13.232    08 Apr 2029 16:16:06.030      112.79734445    Earth           Penumbra    286           451.97361277
08 Apr 2029 16:16:06.030    08 Apr 2029 16:19:52.337      226.30718598    Earth           Umbra       286           451.97361277
08 Apr 2029 16:19:52.337    08 Apr 2029 16:21:45.206      112.86908233    Earth           Penumbra    286           451.97361277
08 Apr 2029 17:48:48.292    08 Apr 2029 17:50:46.763      118.47110102    Earth           Penumbra    287           441.75539691
08 Apr 2029 17:50:46.763    08 Apr 2029 17:54:11.532      204.76920402    Earth           Umbra       287           441.75539691
08 Apr 2029 17:54:11.532    08 Apr 2029 17:56:10.047      118.51509187    Earth           Penumbra    287           441.75539691
08 Apr 2029 19:23:22.977    08 Apr 2029 19:25:27.579      124.60159105    Earth           Penumbra    288           432.30005472
08 Apr 2029 19:25:27.579    08 Apr 2029 19:28:30.659      183.08082211    Earth           Umbra       288           432.30005472
08 Apr 2029 19:28:30.659    08 Apr 2029 19:30:35.277      124.61764156    Earth           Penumbra    288           432.30005472
08 Apr 2029 20:57:57.298    08 Apr 2029 21:00:08.561      131.26255403    Earth           Penumbra    289           423.62885069
08 Apr 2029 21:00:08.561    08 Apr 2029 21:02:49.674      161.11268413    Earth           Umbra       289           423.62885069
08 Apr 2029 21:02:49.674    08 Apr 2029 21:05:00.927      131.25361253    Earth           Penumbra    289           423.62885069
08 Apr 2029 22:32:30.777    08 Apr 2029 22:34:48.162      137.38476955    Earth           Penumbra    290           416.91385838
08 Apr 2029 22:34:48.162    08 Apr 2029 22:37:10.340      142.17799378    Earth           Umbra       290           416.91385838
08 Apr 2029 22:37:10.340    08 Apr 2029 22:39:27.691      137.35109505    Earth           Penumbra    290           416.91385838
09 Apr 2029 00:07:03.501    09 Apr 2029 00:09:26.020      142.51882564    Earth           Penumbra    291           412.09475545
09 Apr 2029 00:09:26.020    09 Apr 2029 00:11:33.138      127.11797061    Earth           Umbra       291           412.09475545
09 Apr 2029 00:11:33.138    09 Apr 2029 00:13:55.596      142.45795920    Earth           Penumbra    291           412.09475545
09 Apr 2029 01:41:35.639    09 Apr 2029 01:44:02.502      146.86307354    Earth           Penumbra    292           408.53266547
09 Apr 2029 01:44:02.502    09 Apr 2029 01:45:57.394      114.89182269    Earth           Umbra       292           408.53266547
09 Apr 2029 01:45:57.394    09 Apr 2029 01:48:24.172      146.77776924    Earth           Penumbra    292           408.53266547
09 Apr 2029 03:16:07.795    09 Apr 2029 03:18:40.313      152.51812264    Earth           Penumbra    293           404.55038849
09 Apr 2029 03:18:40.313    09 Apr 2029 03:20:19.931      99.617382372    Earth           Umbra       293           404.55038849
09 Apr 2029 03:20:19.931    09 Apr 2029 03:22:52.346      152.41488348    Earth           Penumbra    293           404.55038849
09 Apr 2029 04:50:39.057    09 Apr 2029 04:53:15.700      156.64285730    Earth           Penumbra    294           402.04457233
09 Apr 2029 04:53:15.700    09 Apr 2029 04:54:44.587      88.887009071    Earth           Umbra       294           402.04457233
09 Apr 2029 04:54:44.587    09 Apr 2029 04:57:21.101      156.51470596    Earth           Penumbra    294           402.04457233
09 Apr 2029 06:25:09.356    09 Apr 2029 06:27:47.227      157.87012383    Earth           Penumbra    295           401.34413042
09 Apr 2029 06:27:47.227    09 Apr 2029 06:29:12.991      85.764317424    Earth           Umbra       295           401.34413042
09 Apr 2029 06:29:12.991    09 Apr 2029 06:31:50.701      157.70968917    Earth           Penumbra    295           401.34413042
09 Apr 2029 07:59:38.848    09 Apr 2029 08:02:15.149      156.30077287    Earth           Penumbra    296           402.18833664
09 Apr 2029 08:02:15.149    09 Apr 2029 08:03:44.923      89.773764659    Earth           Umbra       296           402.18833664
09 Apr 2029 08:03:44.923    09 Apr 2029 08:06:21.036      156.11379911    Earth           Penumbra    296           402.18833664
09 Apr 2029 09:34:06.807    09 Apr 2029 09:36:36.753      149.94595324    Earth           Penumbra    297           406.12866398
09 Apr 2029 09:36:36.753    09 Apr 2029 09:38:23.198      106.44502840    Earth           Umbra       297           406.12866398
09 Apr 2029 09:38:23.198    09 Apr 2029 09:40:52.936      149.73768233    Earth           Penumbra    297           406.12866398
09 Apr 2029 11:08:34.412    09 Apr 2029 11:10:58.230      143.81833831    Earth           Penumbra    298           410.75873373
09 Apr 2029 11:10:58.230    09 Apr 2029 11:13:01.581      123.35075482    Earth           Umbra       298           410.75873373
09 Apr 2029 11:13:01.581    09 Apr 2029 11:15:25.171      143.58964060    Earth           Penumbra    298           410.75873373
09 Apr 2029 12:43:02.186    09 Apr 2029 12:45:21.135      138.94898859    Earth           Penumbra    299           415.10240610
09 Apr 2029 12:45:21.135    09 Apr 2029 12:47:38.592      137.45755129    Earth           Umbra       299           415.10240610
09 Apr 2029 12:47:38.592    09 Apr 2029 12:49:57.288      138.69586622    Earth           Penumbra    299           415.10240610
09 Apr 2029 14:17:29.071    09 Apr 2029 14:19:42.148      133.07731140    Earth           Penumbra    300           421.21766098
09 Apr 2029 14:19:42.148    09 Apr 2029 14:22:17.490      155.34120190    Earth           Umbra       300           421.21766098
09 Apr 2029 14:22:17.490    09 Apr 2029 14:24:30.289      132.79914767    Earth           Penumbra    300           421.21766098
09 Apr 2029 15:51:55.404    09 Apr 2029 15:54:02.683      127.27930548    Earth           Penumbra    301           428.30248255
09 Apr 2029 15:54:02.683    09 Apr 2029 15:56:56.723      174.03985293    Earth           Umbra       301           428.30248255
09 Apr 2029 15:56:56.723    09 Apr 2029 15:59:03.706      126.98332414    Earth           Penumbra    301           428.30248255
09 Apr 2029 17:26:20.914    09 Apr 2029 17:28:22.141      121.22701169    Earth           Penumbra    302           436.94183640
09 Apr 2029 17:28:22.141    09 Apr 2029 17:31:36.944      194.80332001    Earth           Umbra       302           436.94183640
09 Apr 2029 17:31:36.944    09 Apr 2029 17:33:37.856      120.91150470    Earth           Penumbra    302           436.94183640
09 Apr 2029 19:00:45.926    09 Apr 2029 19:02:41.432      115.50571716    Earth           Penumbra    303           446.48054887
09 Apr 2029 19:02:41.432    09 Apr 2029 19:06:17.242      215.81043330    Earth           Umbra       303           446.48054887
09 Apr 2029 19:06:17.242    09 Apr 2029 19:08:12.407      115.16439841    Earth           Penumbra    303           446.48054887
09 Apr 2029 20:35:10.567    09 Apr 2029 20:37:00.772      110.20507829    Earth           Penumbra    304           456.70678401
09 Apr 2029 20:37:00.772    09 Apr 2029 20:40:57.434      236.66184309    Earth           Umbra       304           456.70678401
09 Apr 2029 20:40:57.434    09 Apr 2029 20:42:47.274      109.83986263    Earth           Penumbra    304           456.70678401
09 Apr 2029 22:09:34.400    09 Apr 2029 22:11:19.232      104.83139019    Earth           Penumbra    305           468.60450822
09 Apr 2029 22:11:19.232    09 Apr 2029 22:15:38.559      259.32725463    Earth           Umbra       305           468.60450822
09 Apr 2029 22:15:38.559    09 Apr 2029 22:17:23.005      104.44586340    Earth           Penumbra    305           468.60450822
09 Apr 2029 23:43:57.613    09 Apr 2029 23:45:37.193      99.580027477    Earth           Penumbra    306           481.92711656
09 Apr 2029 23:45:37.193    09 Apr 2029 23:50:20.366      283.17282409    Earth           Umbra       306           481.92711656
09 Apr 2029 23:50:20.366    09 Apr 2029 23:51:59.540      99.174264993    Earth           Penumbra    306           481.92711656
10 Apr 2029 01:18:20.461    10 Apr 2029 01:19:55.193      94.732775493    Earth           Penumbra    307           495.94543534
10 Apr 2029 01:19:55.193    10 Apr 2029 01:25:02.100      306.90711028    Earth           Umbra       307           495.94543534
10 Apr 2029 01:25:02.100    10 Apr 2029 01:26:36.406      94.305549574    Earth           Penumbra    307           495.94543534
10 Apr 2029 02:52:43.551    10 Apr 2029 02:54:14.250      90.698351967    Earth           Penumbra    308           509.07734397
10 Apr 2029 02:54:14.250    10 Apr 2029 02:59:42.375      328.12532242    Earth           Umbra       308           509.07734397
10 Apr 2029 02:59:42.375    10 Apr 2029 03:01:12.629      90.253669582    Earth           Penumbra    308           509.07734397
10 Apr 2029 04:27:06.176    10 Apr 2029 04:28:33.107      86.930979649    Earth           Penumbra    309           522.65042590
10 Apr 2029 04:28:33.107    10 Apr 2029 04:34:22.351      349.24441144    Earth           Umbra       309           522.65042590
10 Apr 2029 04:34:22.351    10 Apr 2029 04:35:48.826      86.475034815    Earth           Penumbra    309           522.65042590
10 Apr 2029 06:01:28.225    10 Apr 2029 06:02:51.530      83.305483824    Earth           Penumbra    310           537.07171725
10 Apr 2029 06:02:51.530    10 Apr 2029 06:09:02.465      370.93464565    Earth           Umbra       310           537.07171725
10 Apr 2029 06:09:02.465    10 Apr 2029 06:10:25.297      82.831587782    Earth           Penumbra    310           537.07171725
10 Apr 2029 07:35:49.957    10 Apr 2029 07:37:09.877      79.920704733    Earth           Penumbra    311           551.95918459
10 Apr 2029 07:37:09.877    10 Apr 2029 07:43:42.490      392.61243618    Earth           Umbra       311           551.95918459
10 Apr 2029 07:43:42.490    10 Apr 2029 07:45:01.916      79.426043679    Earth           Penumbra    311           551.95918459
10 Apr 2029 09:10:10.851    10 Apr 2029 09:11:27.386      76.535269967    Earth           Penumbra    312           568.33950996
10 Apr 2029 09:11:27.386    10 Apr 2029 09:18:23.163      415.77770042    Earth           Umbra       312           568.33950996
10 Apr 2029 09:18:23.163    10 Apr 2029 09:19:39.190      76.026539574    Earth           Penumbra    312           568.33950996
10 Apr 2029 10:44:31.637    10 Apr 2029 10:45:45.070      73.433518410    Earth           Penumbra    313           584.79679377
10 Apr 2029 10:45:45.070    10 Apr 2029 10:53:03.522      438.45141790    Earth           Umbra       313           584.79679377
10 Apr 2029 10:53:03.522    10 Apr 2029 10:54:16.434      72.911857464    Earth           Penumbra    313           584.79679377
10 Apr 2029 12:18:52.846    10 Apr 2029 12:20:03.578      70.731181302    Earth           Penumbra    314           600.42216321
10 Apr 2029 12:20:03.578    10 Apr 2029 12:27:43.071      459.49364088    Earth           Umbra       314           600.42216321
10 Apr 2029 12:27:43.071    10 Apr 2029 12:28:53.269      70.197341032    Earth           Penumbra    314           600.42216321
10 Apr 2029 13:53:13.726    10 Apr 2029 13:54:21.875      68.149136554    Earth           Penumbra    315           616.56597024
10 Apr 2029 13:54:21.875    10 Apr 2029 14:02:22.690      480.81500073    Earth           Umbra       315           616.56597024
10 Apr 2029 14:02:22.690    10 Apr 2029 14:03:30.292      67.601832957    Earth           Penumbra    315           616.56597024
10 Apr 2029 15:27:34.433    10 Apr 2029 15:28:40.175      65.741442726    Earth           Penumbra    316           632.82601362
10 Apr 2029 15:28:40.175    10 Apr 2029 15:37:02.078      501.90287103    Earth           Umbra       316           632.82601362
10 Apr 2029 15:37:02.078    10 Apr 2029 15:38:07.259      65.181699861    Earth           Penumbra    316           632.82601362
10 Apr 2029 17:01:54.811    10 Apr 2029 17:02:58.253      63.441486633    Earth           Penumbra    317           649.50186079
10 Apr 2029 17:02:58.253    10 Apr 2029 17:11:41.438      523.18484295    Earth           Umbra       317           649.50186079
10 Apr 2029 17:11:41.438    10 Apr 2029 17:12:44.313      62.875531206    Earth           Penumbra    317           649.50186079
