Spacecraft: DefaultSC

Start Time (UTC)            Stop Time (UTC)               Duration (s)    Occ Body        Type        Event Number  Total Duration (s)
20 Mar 2029 23:59:22.966    21 Mar 2029 00:17:08.326      1065.3601881    Earth           Umbra       1             1073.7976153
21 Mar 2029 00:17:08.326    21 Mar 2029 00:17:16.763      8.4374272032    Earth           Penumbra    1             1073.7976153
21 Mar 2029 01:15:51.257    21 Mar 2029 01:15:59.695      8.4375532460    Earth           Penumbra    2             2146.7166257
21 Mar 2029 01:15:59.695    21 Mar 2029 01:51:29.536      2129.8413315    Earth           Umbra       2             2146.7166257
21 Mar 2029 01:51:29.536    21 Mar 2029 01:51:37.974      8.4377408959    Earth           Penumbra    2             2146.7166257
21 Mar 2029 02:50:12.466    21 Mar 2029 02:50:20.904      8.4375494742    Earth           Penumbra    3             2146.6719330
21 Mar 2029 02:50:20.904    21 Mar 2029 03:25:50.700      2129.7959071    Earth           Umbra       3             2146.6719330
21 Mar 2029 03:25:50.700    21 Mar 2029 03:25:59.138      8.4384764079    Earth           Penumbra    3             2146.6719330
21 Mar 2029 04:24:33.740    21 Mar 2029 04:24:42.179      8.4381513996    Earth           Penumbra    4             2146.6276539
21 Mar 2029 04:24:42.179    21 Mar 2029 05:00:11.928      2129.7498797    Earth           Umbra       4             2146.6276539
21 Mar 2029 05:00:11.928    21 Mar 2029 05:00:20.368      8.4396227379    Earth           Penumbra    4             2146.6276539
21 Mar 2029 05:58:55.132    21 Mar 2029 05:59:03.572      8.4394234582    Earth           Penumbra    5             2146.5857058
21 Mar 2029 05:59:03.572    21 Mar 2029 06:34:33.277      2129.7050666    Earth           Umbra       5             2146.5857058
21 Mar 2029 06:34:33.277    21 Mar 2029 06:34:41.718      8.4412157186    Earth           Penumbra    5             2146.5857058
21 Mar 2029 07:33:16.533    21 Mar 2029 07:33:24.974      8.4408228169    Earth           Penumbra    6             2146.5302117
21 Mar 2029 07:33:24.974    21 Mar 2029 08:08:54.621      2129.6463593    Earth           Umbra       6             2146.5302117
21 Mar 2029 08:08:54.621    21 Mar 2029 08:09:03.064      8.4430296673    Earth           Penumbra    6             2146.5302117
21 Mar 2029 09:07:37.807    21 Mar 2029 09:07:46.249      8.4419050254    Earth           Penumbra    7             2146.4277637
21 Mar 2029 09:07:46.249    21 Mar 2029 09:43:15.790      2129.5410028    Earth           Umbra       7             2146.4277637
21 Mar 2029 09:43:15.790    21 Mar 2029 09:43:24.234      8.4448558744    Earth           Penumbra    7             2146.4277637
21 Mar 2029 10:41:59.038    21 Mar 2029 10:42:07.481      8.4429237409    Earth           Penumbra    8             2146.2979688
21 Mar 2029 10:42:07.481    21 Mar 2029 11:17:36.889      2129.4083869    Earth           Umbra       8             2146.2979688
21 Mar 2029 11:17:36.889    21 Mar 2029 11:17:45.336      8.4466581931    Earth           Penumbra    8             2146.2979688
21 Mar 2029 12:16:20.239    21 Mar 2029 12:16:28.683      8.4442033432    Earth           Penumbra    9             2146.1380088
21 Mar 2029 12:16:28.683    21 Mar 2029 12:51:57.928      2129.2451667    Earth           Umbra       9             2146.1380088
21 Mar 2029 12:51:57.928    21 Mar 2029 12:52:06.377      8.4486387321    Earth           Penumbra    9             2146.1380088
21 Mar 2029 13:50:41.498    21 Mar 2029 13:50:49.944      8.4456567653    Earth           Penumbra    10            2145.9548594
21 Mar 2029 13:50:49.944    21 Mar 2029 14:26:19.002      2129.0584400    Earth           Umbra       10            2145.9548594
21 Mar 2029 14:26:19.002    21 Mar 2029 14:26:27.453      8.4507626016    Earth           Penumbra    10            2145.9548594
21 Mar 2029 15:25:02.894    21 Mar 2029 15:25:11.341      8.4474182222    Earth           Penumbra    11            2145.7535639
21 Mar 2029 15:25:11.341    21 Mar 2029 16:00:40.195      2128.8533236    Earth           Umbra       11            2145.7535639
21 Mar 2029 16:00:40.195    21 Mar 2029 16:00:48.647      8.4528220352    Earth           Penumbra    11            2145.7535639
21 Mar 2029 16:59:24.159    21 Mar 2029 16:59:32.608      8.4495974123    Earth           Penumbra    12            2145.5382487
21 Mar 2029 16:59:32.608    21 Mar 2029 17:35:01.242      2128.6332641    Earth           Umbra       12            2145.5382487
21 Mar 2029 17:35:01.242    21 Mar 2029 17:35:09.697      8.4553872119    Earth           Penumbra    12            2145.5382487
21 Mar 2029 18:33:45.447    21 Mar 2029 18:33:53.899      8.4519777680    Earth           Penumbra    13            2145.2987431
21 Mar 2029 18:33:53.899    21 Mar 2029 19:09:22.287      2128.3883961    Earth           Umbra       13            2145.2987431
21 Mar 2029 19:09:22.287    21 Mar 2029 19:09:30.746      8.4583691787    Earth           Penumbra    13            2145.2987431
21 Mar 2029 20:08:06.815    21 Mar 2029 20:08:15.269      8.4542858298    Earth           Penumbra    14            2145.0509509
21 Mar 2029 20:08:15.269    21 Mar 2029 20:43:43.404      2128.1352062    Earth           Umbra       14            2145.0509509
21 Mar 2029 20:43:43.404    21 Mar 2029 20:43:51.866      8.4614589578    Earth           Penumbra    14            2145.0509509
21 Mar 2029 21:42:28.125    21 Mar 2029 21:42:36.582      8.4569119848    Earth           Penumbra    15            2144.7877527
21 Mar 2029 21:42:36.582    21 Mar 2029 22:18:04.448      2127.8659578    Earth           Umbra       15            2144.7877527
21 Mar 2029 22:18:04.448    21 Mar 2029 22:18:12.913      8.4648828604    Earth           Penumbra    15            2144.7877527
21 Mar 2029 23:16:49.447    21 Mar 2029 23:16:57.907      8.4599388996    Earth           Penumbra    16            2144.5104489
21 Mar 2029 23:16:57.907    21 Mar 2029 23:52:25.489      2127.5819921    Earth           Umbra       16            2144.5104489
21 Mar 2029 23:52:25.489    21 Mar 2029 23:52:33.958      8.4685179871    Earth           Penumbra    16            2144.5104489
22 Mar 2029 00:51:10.707    22 Mar 2029 00:51:19.170      8.4632194717    Earth           Penumbra    17            2144.2176378
22 Mar 2029 00:51:19.170    22 Mar 2029 01:26:46.452      2127.2819814    Earth           Umbra       17            2144.2176378
22 Mar 2029 01:26:46.452    22 Mar 2029 01:26:54.925      8.4724369459    Earth           Penumbra    17            2144.2176378
22 Mar 2029 02:25:31.930    22 Mar 2029 02:25:40.397      8.4668149939    Earth           Penumbra    18            2143.9095523
22 Mar 2029 02:25:40.397    22 Mar 2029 03:01:07.363      2126.9659413    Earth           Umbra       18            2143.9095523
22 Mar 2029 03:01:07.363    22 Mar 2029 03:01:15.840      8.4767959546    Earth           Penumbra    18            2143.9095523
22 Mar 2029 03:59:53.220    22 Mar 2029 04:00:01.691      8.4710102412    Earth           Penumbra    19            2143.5992238
22 Mar 2029 04:00:01.691    22 Mar 2029 04:35:28.338      2126.6466490    Earth           Umbra       19            2143.5992238
22 Mar 2029 04:35:28.338    22 Mar 2029 04:35:36.819      8.4815645241    Earth           Penumbra    19            2143.5992238
22 Mar 2029 05:34:14.629    22 Mar 2029 05:34:23.105      8.4758881945    Earth           Penumbra    20            2143.2892627
22 Mar 2029 05:34:23.105    22 Mar 2029 06:09:49.432      2126.3265991    Earth           Umbra       20            2143.2892627
22 Mar 2029 06:09:49.432    22 Mar 2029 06:09:57.919      8.4867753438    Earth           Penumbra    20            2143.2892627
22 Mar 2029 07:08:36.061    22 Mar 2029 07:08:44.542      8.4809434251    Earth           Penumbra    21            2142.9679775
22 Mar 2029 07:08:44.542    22 Mar 2029 07:44:10.537      2125.9948210    Earth           Umbra       21            2142.9679775
22 Mar 2029 07:44:10.537    22 Mar 2029 07:44:19.029      8.4922131035    Earth           Penumbra    21            2142.9679775
22 Mar 2029 08:42:57.362    22 Mar 2029 08:43:05.848      8.4856978501    Earth           Penumbra    22            2142.6012188
22 Mar 2029 08:43:05.848    22 Mar 2029 09:18:31.466      2125.6177988    Earth           Umbra       22            2142.6012188
22 Mar 2029 09:18:31.466    22 Mar 2029 09:18:39.963      8.4977222141    Earth           Penumbra    22            2142.6012188
22 Mar 2029 10:17:18.616    22 Mar 2029 10:17:27.107      8.4903667797    Earth           Penumbra    23            2142.2072971
22 Mar 2029 10:17:27.107    22 Mar 2029 10:52:52.320      2125.2137352    Earth           Umbra       23            2142.2072971
22 Mar 2029 10:52:52.320    22 Mar 2029 10:53:00.824      8.5031951778    Earth           Penumbra    23            2142.2072971
22 Mar 2029 11:51:39.843    22 Mar 2029 11:51:48.338      8.4952736506    Earth           Penumbra    24            2141.7840414
22 Mar 2029 11:51:48.338    22 Mar 2029 12:27:13.118      2124.7799280    Earth           Umbra       24            2141.7840414
22 Mar 2029 12:27:13.118    22 Mar 2029 12:27:21.627      8.5088397609    Earth           Penumbra    24            2141.7840414
22 Mar 2029 13:26:01.119    22 Mar 2029 13:26:09.620      8.5003612563    Earth           Penumbra    25            2141.3364296
22 Mar 2029 13:26:09.620    22 Mar 2029 14:01:33.941      2124.3214362    Earth           Umbra       25            2141.3364296
22 Mar 2029 14:01:33.941    22 Mar 2029 14:01:42.456      8.5146320751    Earth           Penumbra    25            2141.3364296
22 Mar 2029 15:00:22.543    22 Mar 2029 15:00:31.048      8.5057179211    Earth           Penumbra    26            2140.8680502
22 Mar 2029 15:00:31.048    22 Mar 2029 15:35:54.890      2123.8419896    Earth           Umbra       26            2140.8680502
22 Mar 2029 15:35:54.890    22 Mar 2029 15:36:03.411      8.5203426657    Earth           Penumbra    26            2140.8680502
22 Mar 2029 16:34:43.848    22 Mar 2029 16:34:52.359      8.5115378955    Earth           Penumbra    27            2140.3862480
22 Mar 2029 16:34:52.359    22 Mar 2029 17:10:15.707      2123.3481370    Earth           Umbra       27            2140.3862480
22 Mar 2029 17:10:15.707    22 Mar 2029 17:10:24.234      8.5265731439    Earth           Penumbra    27            2140.3862480
22 Mar 2029 18:09:05.162    22 Mar 2029 18:09:13.680      8.5176074412    Earth           Penumbra    28            2139.8765916
22 Mar 2029 18:09:13.680    22 Mar 2029 18:44:36.505      2122.8257103    Earth           Umbra       28            2139.8765916
22 Mar 2029 18:44:36.505    22 Mar 2029 18:44:45.039      8.5332738468    Earth           Penumbra    28            2139.8765916
22 Mar 2029 19:43:26.565    22 Mar 2029 19:43:35.089      8.5236122366    Earth           Penumbra    29            2139.3592083
22 Mar 2029 19:43:35.089    22 Mar 2029 20:18:57.384      2122.2955379    Earth           Umbra       29            2139.3592083
22 Mar 2029 20:18:57.384    22 Mar 2029 20:19:05.924      8.5400581593    Earth           Penumbra    29            2139.3592083
22 Mar 2029 21:17:47.911    22 Mar 2029 21:17:56.441      8.5299146944    Earth           Penumbra    30            2138.8276075
22 Mar 2029 21:17:56.441    22 Mar 2029 21:53:18.192      2121.7504946    Earth           Umbra       30            2138.8276075
22 Mar 2029 21:53:18.192    22 Mar 2029 21:53:26.739      8.5471982835    Earth           Penumbra    30            2138.8276075
22 Mar 2029 22:52:09.269    22 Mar 2029 22:52:17.805      8.5366257699    Earth           Penumbra    31            2138.2815062
22 Mar 2029 22:52:17.805    22 Mar 2029 23:27:38.996      2121.1903104    Earth           Umbra       31            2138.2815062
22 Mar 2029 23:27:38.996    22 Mar 2029 23:27:47.550      8.5545700626    Earth           Penumbra    31            2138.2815062
23 Mar 2029 00:26:30.573    23 Mar 2029 00:26:39.116      8.5436065332    Earth           Penumbra    32            2137.7188270
23 Mar 2029 00:26:39.116    23 Mar 2029 01:01:59.729      2120.6129970    Earth           Umbra       32            2137.7188270
23 Mar 2029 01:01:59.729    23 Mar 2029 01:02:08.291      8.5622234736    Earth           Penumbra    32            2137.7188270
23 Mar 2029 02:00:51.835    23 Mar 2029 02:01:00.386      8.5509163910    Earth           Penumbra    33            2137.1398599
23 Mar 2029 02:01:00.386    23 Mar 2029 02:36:20.405      2120.0185980    Earth           Umbra       33            2137.1398599
23 Mar 2029 02:36:20.405    23 Mar 2029 02:36:28.975      8.5703455377    Earth           Penumbra    33            2137.1398599
23 Mar 2029 03:35:13.167    23 Mar 2029 03:35:21.726      8.5588363465    Earth           Penumbra    34            2136.5552520
23 Mar 2029 03:35:21.726    23 Mar 2029 04:10:41.143      2119.4175297    Earth           Umbra       34            2136.5552520
23 Mar 2029 04:10:41.143    23 Mar 2029 04:10:49.722      8.5788859637    Earth           Penumbra    34            2136.5552520
23 Mar 2029 05:09:34.620    23 Mar 2029 05:09:43.187      8.5674581816    Earth           Penumbra    35            2135.9682405
23 Mar 2029 05:09:43.187    23 Mar 2029 05:45:02.000      2118.8129011    Earth           Umbra       35            2135.9682405
23 Mar 2029 05:45:02.000    23 Mar 2029 05:45:10.588      8.5878812126    Earth           Penumbra    35            2135.9682405
23 Mar 2029 06:43:56.109    23 Mar 2029 06:44:04.685      8.5763141862    Earth           Penumbra    36            2135.3708778
23 Mar 2029 06:44:04.685    23 Mar 2029 07:19:22.883      2118.1974567    Earth           Umbra       36            2135.3708778
23 Mar 2029 07:19:22.883    23 Mar 2029 07:19:31.480      8.5971068591    Earth           Penumbra    36            2135.3708778
23 Mar 2029 08:18:17.465    23 Mar 2029 08:18:26.050      8.5848932737    Earth           Penumbra    37            2134.7299756
23 Mar 2029 08:18:26.050    23 Mar 2029 08:53:43.589      2117.5386131    Earth           Umbra       37            2134.7299756
23 Mar 2029 08:53:43.589    23 Mar 2029 08:53:52.195      8.6064692354    Earth           Penumbra    37            2134.7299756
23 Mar 2029 09:52:38.769    23 Mar 2029 09:52:47.363      8.5933752358    Earth           Penumbra    38            2134.0615445
23 Mar 2029 09:52:47.363    23 Mar 2029 10:28:04.215      2116.8523722    Earth           Umbra       38            2134.0615445
23 Mar 2029 10:28:04.215    23 Mar 2029 10:28:12.831      8.6157970363    Earth           Penumbra    38            2134.0615445
23 Mar 2029 11:27:00.048    23 Mar 2029 11:27:08.650      8.6020747083    Earth           Penumbra    39            2133.3646707
23 Mar 2029 11:27:08.650    23 Mar 2029 12:02:24.788      2116.1373024    Earth           Umbra       39            2133.3646707
23 Mar 2029 12:02:24.788    23 Mar 2029 12:02:33.413      8.6252936278    Earth           Penumbra    39            2133.3646707
23 Mar 2029 13:01:21.370    23 Mar 2029 13:01:29.981      8.6109703174    Earth           Penumbra    40            2132.6417539
23 Mar 2029 13:01:29.981    23 Mar 2029 13:36:45.377      2115.3958331    Earth           Umbra       40            2132.6417539
23 Mar 2029 13:36:45.377    23 Mar 2029 13:36:54.012      8.6349505233    Earth           Penumbra    40            2132.6417539
23 Mar 2029 14:35:42.847    23 Mar 2029 14:35:51.467      8.6200982099    Earth           Penumbra    41            2131.8955267
23 Mar 2029 14:35:51.467    23 Mar 2029 15:11:06.098      2114.6309135    Earth           Umbra       41            2131.8955267
23 Mar 2029 15:11:06.098    23 Mar 2029 15:11:14.743      8.6445150082    Earth           Penumbra    41            2131.8955267
23 Mar 2029 16:10:04.221    23 Mar 2029 16:10:12.851      8.6297359318    Earth           Penumbra    42            2131.1353527
23 Mar 2029 16:10:12.851    23 Mar 2029 16:45:26.702      2113.8510051    Earth           Umbra       42            2131.1353527
23 Mar 2029 16:45:26.702    23 Mar 2029 16:45:35.357      8.6546116392    Earth           Penumbra    42            2131.1353527
23 Mar 2029 17:44:25.591    23 Mar 2029 17:44:34.230      8.6396933184    Earth           Penumbra    43            2130.3432038
23 Mar 2029 17:44:34.230    23 Mar 2029 18:19:47.269      2113.0382537    Earth           Umbra       43            2130.3432038
23 Mar 2029 18:19:47.269    23 Mar 2029 18:19:55.934      8.6652567610    Earth           Penumbra    43            2130.3432038
23 Mar 2029 19:18:47.058    23 Mar 2029 19:18:55.707      8.6495997850    Earth           Penumbra    44            2129.5429019
23 Mar 2029 19:18:55.707    23 Mar 2029 19:54:07.925      2112.2173384    Earth           Umbra       44            2129.5429019
23 Mar 2029 19:54:07.925    23 Mar 2029 19:54:16.601      8.6759638041    Earth           Penumbra    44            2129.5429019
23 Mar 2029 20:53:08.469    23 Mar 2029 20:53:17.129      8.6597947986    Earth           Penumbra    45            2128.7295687
23 Mar 2029 20:53:17.129    23 Mar 2029 21:28:28.511      2111.3827171    Earth           Umbra       45            2128.7295687
23 Mar 2029 21:28:28.511    23 Mar 2029 21:28:37.198      8.6870568339    Earth           Penumbra    45            2128.7295687
23 Mar 2029 22:27:29.891    23 Mar 2029 22:27:38.562      8.6704138317    Earth           Penumbra    46            2127.9008243
23 Mar 2029 22:27:38.562    23 Mar 2029 23:02:49.094      2110.5319978    Earth           Umbra       46            2127.9008243
23 Mar 2029 23:02:49.094    23 Mar 2029 23:02:57.792      8.6984126363    Earth           Penumbra    46            2127.9008243
24 Mar 2029 00:01:51.269    24 Mar 2029 00:01:59.950      8.6813242408    Earth           Penumbra    47            2127.0538300
24 Mar 2029 00:01:59.950    24 Mar 2029 00:37:09.613      2109.6624485    Earth           Umbra       47            2127.0538300
24 Mar 2029 00:37:09.613    24 Mar 2029 00:37:18.323      8.7100573000    Earth           Penumbra    47            2127.0538300
24 Mar 2029 01:36:12.602    24 Mar 2029 01:36:21.294      8.6925926618    Earth           Penumbra    48            2126.1891096
24 Mar 2029 01:36:21.294    24 Mar 2029 02:11:30.068      2108.7743089    Earth           Umbra       48            2126.1891096
24 Mar 2029 02:11:30.068    24 Mar 2029 02:11:38.791      8.7222080212    Earth           Penumbra    48            2126.1891096
24 Mar 2029 03:10:34.006    24 Mar 2029 03:10:42.710      8.7044865824    Earth           Penumbra    49            2125.3146330
24 Mar 2029 03:10:42.710    24 Mar 2029 03:45:50.586      2107.8753489    Earth           Umbra       49            2125.3146330
24 Mar 2029 03:45:50.586    24 Mar 2029 03:45:59.320      8.7347975350    Earth           Penumbra    49            2125.3146330
24 Mar 2029 04:44:55.534    24 Mar 2029 04:45:04.251      8.7171172723    Earth           Penumbra    50            2124.4341544
24 Mar 2029 04:45:04.251    24 Mar 2029 05:20:11.220      2106.9691648    Earth           Umbra       50            2124.4341544
24 Mar 2029 05:20:11.220    24 Mar 2029 05:20:19.968      8.7478723610    Earth           Penumbra    50            2124.4341544
24 Mar 2029 06:19:17.112    24 Mar 2029 06:19:25.842      8.7300509680    Earth           Penumbra    51            2123.5428961
24 Mar 2029 06:19:25.842    24 Mar 2029 06:54:31.894      2106.0516588    Earth           Umbra       51            2123.5428961
24 Mar 2029 06:54:31.894    24 Mar 2029 06:54:40.655      8.7611863855    Earth           Penumbra    51            2123.5428961
24 Mar 2029 07:53:38.557    24 Mar 2029 07:53:47.300      8.7427379214    Earth           Penumbra    52            2122.6103040
24 Mar 2029 07:53:47.300    24 Mar 2029 08:28:52.392      2105.0928614    Earth           Umbra       52            2122.6103040
24 Mar 2029 08:28:52.392    24 Mar 2029 08:29:01.167      8.7747047190    Earth           Penumbra    52            2122.6103040
24 Mar 2029 09:27:59.944    24 Mar 2029 09:28:08.699      8.7553264922    Earth           Penumbra    53            2121.6492941
24 Mar 2029 09:28:08.699    24 Mar 2029 10:03:12.805      2104.1057606    Earth           Umbra       53            2121.6492941
24 Mar 2029 10:03:12.805    24 Mar 2029 10:03:21.593      8.7882070220    Earth           Penumbra    53            2121.6492941
24 Mar 2029 11:02:21.307    24 Mar 2029 11:02:30.076      8.7681159144    Earth           Penumbra    54            2120.6608458
24 Mar 2029 11:02:30.076    24 Mar 2029 11:37:33.166      2103.0908502    Earth           Umbra       54            2120.6608458
24 Mar 2029 11:37:33.166    24 Mar 2029 11:37:41.968      8.8018796872    Earth           Penumbra    54            2120.6608458
24 Mar 2029 12:36:42.708    24 Mar 2029 12:36:51.489      8.7811263045    Earth           Penumbra    55            2119.6440231
24 Mar 2029 12:36:51.489    24 Mar 2029 13:11:53.537      2102.0471631    Earth           Umbra       55            2119.6440231
24 Mar 2029 13:11:53.537    24 Mar 2029 13:12:02.352      8.8157337159    Earth           Penumbra    55            2119.6440231
24 Mar 2029 14:11:04.272    24 Mar 2029 14:11:13.066      8.7943366030    Earth           Penumbra    56            2118.6015483
24 Mar 2029 14:11:13.066    24 Mar 2029 14:46:14.044      2100.9777258    Earth           Umbra       56            2118.6015483
24 Mar 2029 14:46:14.044    24 Mar 2029 14:46:22.873      8.8294859044    Earth           Penumbra    56            2118.6015483
24 Mar 2029 15:45:25.749    24 Mar 2029 15:45:34.557      8.8081076508    Earth           Penumbra    57            2117.5434294
24 Mar 2029 15:45:34.557    24 Mar 2029 16:20:34.449      2099.8915317    Earth           Umbra       57            2117.5434294
24 Mar 2029 16:20:34.449    24 Mar 2029 16:20:43.293      8.8437900413    Earth           Penumbra    57            2117.5434294
24 Mar 2029 17:19:47.208    24 Mar 2029 17:19:56.031      8.8222819730    Earth           Penumbra    58            2116.4485607
24 Mar 2029 17:19:56.031    24 Mar 2029 17:54:54.798      2098.7675352    Earth           Umbra       58            2116.4485607
24 Mar 2029 17:54:54.798    24 Mar 2029 17:55:03.657      8.8587435661    Earth           Penumbra    58            2116.4485607
24 Mar 2029 18:54:08.774    24 Mar 2029 18:54:17.610      8.8364336640    Earth           Penumbra    59            2115.3439999
24 Mar 2029 18:54:17.610    24 Mar 2029 19:29:15.244      2097.6338185    Earth           Umbra       59            2115.3439999
24 Mar 2029 19:29:15.244    24 Mar 2029 19:29:24.118      8.8737476966    Earth           Penumbra    59            2115.3439999
24 Mar 2029 20:28:30.286    24 Mar 2029 20:28:39.136      8.8508757879    Earth           Penumbra    60            2114.2275860
24 Mar 2029 20:28:39.136    24 Mar 2029 21:03:35.624      2096.4875394    Earth           Umbra       60            2114.2275860
24 Mar 2029 21:03:35.624    24 Mar 2029 21:03:44.513      8.8891708176    Earth           Penumbra    60            2114.2275860
24 Mar 2029 22:02:51.808    24 Mar 2029 22:03:00.674      8.8657702203    Earth           Penumbra    61            2113.0942639
24 Mar 2029 22:03:00.674    24 Mar 2029 22:37:55.998      2095.3235892    Earth           Umbra       61            2113.0942639
24 Mar 2029 22:37:55.998    24 Mar 2029 22:38:04.903      8.9049044880    Earth           Penumbra    61            2113.0942639
24 Mar 2029 23:37:13.296    24 Mar 2029 23:37:22.177      8.8809824316    Earth           Penumbra    62            2111.9404153
24 Mar 2029 23:37:22.177    25 Mar 2029 00:12:16.316      2094.1384879    Earth           Umbra       62            2111.9404153
25 Mar 2029 00:12:16.316    25 Mar 2029 00:12:25.237      8.9209449361    Earth           Penumbra    62            2111.9404153
25 Mar 2029 01:11:34.736    25 Mar 2029 01:11:43.632      8.8965950883    Earth           Penumbra    63            2110.7667990
25 Mar 2029 01:11:43.632    25 Mar 2029 01:46:36.565      2092.9326612    Earth           Umbra       63            2110.7667990
25 Mar 2029 01:46:36.565    25 Mar 2029 01:46:45.502      8.9375426760    Earth           Penumbra    63            2110.7667990
25 Mar 2029 02:45:56.249    25 Mar 2029 02:46:05.162      8.9128656196    Earth           Penumbra    64            2109.5785970
25 Mar 2029 02:46:05.162    25 Mar 2029 03:20:56.873      2091.7111188    Earth           Umbra       64            2109.5785970
25 Mar 2029 03:20:56.873    25 Mar 2029 03:21:05.828      8.9546125266    Earth           Penumbra    64            2109.5785970
25 Mar 2029 04:20:17.891    25 Mar 2029 04:20:26.820      8.9299191255    Earth           Penumbra    65            2108.3798906
25 Mar 2029 04:20:26.820    25 Mar 2029 04:55:17.298      2090.4777595    Earth           Umbra       65            2108.3798906
25 Mar 2029 04:55:17.298    25 Mar 2029 04:55:26.270      8.9722120087    Earth           Penumbra    65            2108.3798906
25 Mar 2029 05:54:39.598    25 Mar 2029 05:54:48.545      8.9473570464    Earth           Penumbra    66            2107.1684140
25 Mar 2029 05:54:48.545    25 Mar 2029 06:29:37.776      2089.2309868    Earth           Umbra       66            2107.1684140
25 Mar 2029 06:29:37.776    25 Mar 2029 06:29:46.766      8.9900701772    Earth           Penumbra    66            2107.1684140
25 Mar 2029 07:29:01.171    25 Mar 2029 07:29:10.135      8.9645912871    Earth           Penumbra    67            2105.9178327
25 Mar 2029 07:29:10.135    25 Mar 2029 08:03:58.080      2087.9450339    Earth           Umbra       67            2105.9178327
25 Mar 2029 08:03:58.080    25 Mar 2029 08:04:07.089      9.0082074632    Earth           Penumbra    67            2105.9178327
25 Mar 2029 09:03:22.680    25 Mar 2029 09:03:31.662      8.9817359461    Earth           Penumbra    68            2104.6374176
25 Mar 2029 09:03:31.662    25 Mar 2029 09:38:18.291      2086.6293183    Earth           Umbra       68            2104.6374176
25 Mar 2029 09:38:18.291    25 Mar 2029 09:38:27.317      9.0263632941    Earth           Penumbra    68            2104.6374176
25 Mar 2029 10:37:44.168    25 Mar 2029 10:37:53.167      8.9990698267    Earth           Penumbra    69            2103.3307038
25 Mar 2029 10:37:53.167    25 Mar 2029 11:12:38.454      2085.2869360    Earth           Umbra       69            2103.3307038
25 Mar 2029 11:12:38.454    25 Mar 2029 11:12:47.499      9.0446979739    Earth           Penumbra    69            2103.3307038
25 Mar 2029 12:12:05.689    25 Mar 2029 12:12:14.705      9.0166623937    Earth           Penumbra    70            2101.9925192
25 Mar 2029 12:12:14.705    25 Mar 2029 12:46:58.618      2083.9126092    Earth           Umbra       70            2101.9925192
25 Mar 2029 12:46:58.618    25 Mar 2029 12:47:07.681      9.0632476495    Earth           Penumbra    70            2101.9925192
25 Mar 2029 13:46:27.377    25 Mar 2029 13:46:36.412      9.0344253229    Earth           Penumbra    71            2100.6266115
25 Mar 2029 13:46:36.412    25 Mar 2029 14:21:18.922      2082.5104973    Earth           Umbra       71            2100.6266115
25 Mar 2029 14:21:18.922    25 Mar 2029 14:21:28.004      9.0816888842    Earth           Penumbra    71            2100.6266115
25 Mar 2029 15:20:49.000    25 Mar 2029 15:20:58.053      9.0528002358    Earth           Penumbra    72            2099.2421743
25 Mar 2029 15:20:58.053    25 Mar 2029 15:55:39.142      2081.0886677    Earth           Umbra       72            2099.2421743
25 Mar 2029 15:55:39.142    25 Mar 2029 15:55:48.243      9.1007062700    Earth           Penumbra    72            2099.2421743
25 Mar 2029 16:55:10.592    25 Mar 2029 16:55:19.663      9.0716887498    Earth           Penumbra    73            2097.8152791
25 Mar 2029 16:55:19.663    25 Mar 2029 17:29:59.287      2079.6230831    Earth           Umbra       73            2097.8152791
25 Mar 2029 17:29:59.287    25 Mar 2029 17:30:08.407      9.1205072589    Earth           Penumbra    73            2097.8152791
25 Mar 2029 18:29:32.298    25 Mar 2029 18:29:41.389      9.0906002093    Earth           Penumbra    74            2096.3758431
25 Mar 2029 18:29:41.389    25 Mar 2029 19:04:19.534      2078.1448859    Earth           Umbra       74            2096.3758431
25 Mar 2029 19:04:19.534    25 Mar 2029 19:04:28.674      9.1403569677    Earth           Penumbra    74            2096.3758431
25 Mar 2029 20:03:53.954    25 Mar 2029 20:04:03.064      9.1098143603    Earth           Penumbra    75            2094.9256951
25 Mar 2029 20:04:03.064    25 Mar 2029 20:38:39.719      2076.6552164    Earth           Umbra       75            2094.9256951
25 Mar 2029 20:38:39.719    25 Mar 2029 20:38:48.880      9.1606643284    Earth           Penumbra    75            2094.9256951
25 Mar 2029 21:38:15.620    25 Mar 2029 21:38:24.750      9.1295282822    Earth           Penumbra    76            2093.4564451
25 Mar 2029 21:38:24.750    25 Mar 2029 22:12:59.896      2075.1455670    Earth           Umbra       76            2093.4564451
25 Mar 2029 22:12:59.896    25 Mar 2029 22:13:09.077      9.1813498177    Earth           Penumbra    76            2093.4564451
25 Mar 2029 23:12:37.263    25 Mar 2029 23:12:46.412      9.1495914152    Earth           Penumbra    77            2091.9637590
25 Mar 2029 23:12:46.412    25 Mar 2029 23:47:20.024      2073.6117953    Earth           Umbra       77            2091.9637590
25 Mar 2029 23:47:20.024    25 Mar 2029 23:47:29.226      9.2023722595    Earth           Penumbra    77            2091.9637590
26 Mar 2029 00:46:58.854    26 Mar 2029 00:47:08.024      9.1701134574    Earth           Penumbra    78            2090.4484308
26 Mar 2029 00:47:08.024    26 Mar 2029 01:21:40.078      2072.0542974    Earth           Umbra       78            2090.4484308
26 Mar 2029 01:21:40.078    26 Mar 2029 01:21:49.302      9.2240198865    Earth           Penumbra    78            2090.4484308
