Target: DefaultSC

Observer: GroundStation2
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
01 Jan 2029 18:20:12.371    01 Jan 2029 18:24:05.793      233.42187846    
02 Jan 2029 02:23:48.332    02 Jan 2029 02:27:13.900      205.56785659    
02 Jan 2029 17:25:14.631    02 Jan 2029 17:29:10.041      235.41071895    
03 Jan 2029 01:28:36.005    03 Jan 2029 01:32:38.233      242.22828720    
03 Jan 2029 18:06:25.006    03 Jan 2029 18:09:04.055      159.04893866    
04 Jan 2029 00:34:12.591    04 Jan 2029 00:36:54.334      161.74297548    
04 Jan 2029 17:10:37.749    04 Jan 2029 17:14:42.266      244.51656500    
05 Jan 2029 01:14:09.291    05 Jan 2029 01:17:58.942      229.65081444    
05 Jan 2029 16:15:57.199    05 Jan 2029 16:19:30.751      213.55206444    
06 Jan 2029 00:19:09.591    06 Jan 2029 00:23:01.917      232.32557519    
06 Jan 2029 16:56:30.643    06 Jan 2029 16:59:48.882      198.23914143    
06 Jan 2029 23:25:08.213    06 Jan 2029 23:26:46.920      98.707590485    
07 Jan 2029 01:00:18.039    07 Jan 2029 01:02:30.230      132.19106187    
07 Jan 2029 16:01:02.438    07 Jan 2029 16:05:09.684      247.24624712    
08 Jan 2029 00:04:29.758    08 Jan 2029 00:08:31.822      242.06464835    
08 Jan 2029 15:06:43.097    08 Jan 2029 15:09:38.324      175.22613510    
08 Jan 2029 23:09:41.367    08 Jan 2029 23:13:14.584      213.21748788    
09 Jan 2029 15:46:38.163    09 Jan 2029 15:50:22.064      223.90092860    
09 Jan 2029 23:50:14.280    09 Jan 2029 23:53:23.259      188.97832583    
10 Jan 2029 14:51:26.671    10 Jan 2029 14:55:27.747      241.07598223    
10 Jan 2029 22:54:48.621    10 Jan 2029 22:58:53.510      244.88881234    
11 Jan 2029 13:57:41.756    11 Jan 2029 13:59:23.279      101.52316438    
11 Jan 2029 15:32:50.618    11 Jan 2029 15:35:01.956      131.33824639    
11 Jan 2029 22:00:12.426    11 Jan 2029 22:03:15.016      182.58925995    
12 Jan 2029 14:36:45.797    12 Jan 2029 14:40:45.347      239.54938024    
12 Jan 2029 22:40:16.542    12 Jan 2029 22:43:57.533      220.99100549    
13 Jan 2029 13:41:51.261    13 Jan 2029 13:45:35.639      224.37767240    
13 Jan 2029 21:45:05.500    13 Jan 2029 21:49:04.308      238.80795805    
14 Jan 2029 14:22:35.161    14 Jan 2029 14:25:36.781      181.61982087    
14 Jan 2029 20:50:46.178    14 Jan 2029 20:52:59.755      133.57680043    
14 Jan 2029 22:26:31.495    14 Jan 2029 22:28:00.721      89.225602965    
15 Jan 2029 13:26:53.037    15 Jan 2029 13:30:59.292      246.25474017    
15 Jan 2029 21:30:19.567    15 Jan 2029 21:34:18.287      238.72020172    
16 Jan 2029 12:32:18.126    16 Jan 2029 12:35:31.514      193.38786991    
16 Jan 2029 20:35:20.547    16 Jan 2029 20:39:04.064      223.51639507    
17 Jan 2029 13:12:24.116    17 Jan 2029 13:15:57.566      213.44948031    
17 Jan 2029 21:16:00.803    17 Jan 2029 21:18:51.227      170.42376883    
18 Jan 2029 12:17:00.002    18 Jan 2029 12:21:03.897      243.89537608    
18 Jan 2029 20:20:21.658    18 Jan 2029 20:24:27.260      245.60159702    
19 Jan 2029 11:22:52.736    19 Jan 2029 11:25:10.033      137.29704686    
19 Jan 2029 12:58:38.372    19 Jan 2029 13:00:16.938      98.566586862    
19 Jan 2029 19:25:34.582    19 Jan 2029 19:28:52.014      197.43279931    
20 Jan 2029 12:02:14.214    20 Jan 2029 12:06:07.740      233.52571421    
20 Jan 2029 20:05:44.006    20 Jan 2029 20:09:15.297      211.29100121    
21 Jan 2029 11:07:07.368    21 Jan 2029 11:10:58.646      231.27844875    
21 Jan 2029 19:10:22.210    21 Jan 2029 19:14:25.138      242.92758750    
22 Jan 2029 11:47:59.957    22 Jan 2029 11:50:44.215      164.25833695    
22 Jan 2029 18:15:49.917    22 Jan 2029 18:18:25.935      156.01826365    
23 Jan 2029 10:52:04.536    23 Jan 2029 10:56:08.392      243.85689246    
23 Jan 2029 18:55:29.891    23 Jan 2029 18:59:24.236      234.34568436    
24 Jan 2029 09:57:16.676    24 Jan 2029 10:00:42.160      205.48422919    
24 Jan 2029 18:00:21.207    24 Jan 2029 18:04:12.016      230.80812654    
25 Jan 2029 10:37:30.597    25 Jan 2029 10:40:53.277      202.68013934    
25 Jan 2029 17:06:16.432    25 Jan 2029 17:07:36.023      79.590869090    
25 Jan 2029 18:41:08.456    25 Jan 2029 18:43:38.919      150.46257908    
26 Jan 2029 09:41:54.986    26 Jan 2029 09:45:59.763      244.77675111    
26 Jan 2029 17:45:15.760    26 Jan 2029 17:49:20.794      245.03342783    
27 Jan 2029 08:47:31.801    27 Jan 2029 08:50:10.684      158.88348398    
27 Jan 2029 10:23:52.633    27 Jan 2029 10:24:46.531      53.898127237    
27 Jan 2029 16:50:19.210    27 Jan 2029 16:53:47.366      208.15636881    
28 Jan 2029 09:27:03.742    28 Jan 2029 09:30:50.778      227.03567888    
28 Jan 2029 17:30:32.504    28 Jan 2029 17:33:53.746      201.24211247    
29 Jan 2029 08:31:46.013    29 Jan 2029 08:35:41.465      235.45275440    
29 Jan 2029 16:35:00.590    29 Jan 2029 16:39:05.967      245.37670165    
30 Jan 2029 07:38:15.640    30 Jan 2029 07:39:01.354      45.714208076    
30 Jan 2029 09:12:45.911    30 Jan 2029 09:15:12.538      146.62683463    
30 Jan 2029 15:40:17.866    30 Jan 2029 15:43:09.477      171.61105588    
31 Jan 2029 08:16:37.725    31 Jan 2029 08:20:38.380      240.65516690    
31 Jan 2029 16:20:01.604    31 Jan 2029 16:23:51.142      229.53758896    
01 Feb 2029 07:21:38.786    01 Feb 2029 07:25:12.280      213.49408346    


Number of events : 70
