Target: DefaultSC

Observer: GroundStation1
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
01 Jan 2029 18:21:51.549    01 Jan 2029 18:24:24.297      152.74770957    
01 Jan 2029 19:54:56.155    01 Jan 2029 20:01:17.177      381.02225312    
01 Jan 2029 21:31:10.652    01 Jan 2029 21:36:39.253      328.60170412    
01 Jan 2029 23:07:45.099    01 Jan 2029 23:12:37.961      292.86143800    
02 Jan 2029 00:43:19.277    02 Jan 2029 00:49:19.763      360.48517035    
02 Jan 2029 02:18:54.387    02 Jan 2029 02:24:40.364      345.97715334    
02 Jan 2029 19:00:13.287    02 Jan 2029 19:06:12.449      359.16199023    
02 Jan 2029 20:35:45.480    02 Jan 2029 20:41:43.170      357.69081912    
02 Jan 2029 22:12:28.541    02 Jan 2029 22:17:19.828      291.28743319    
02 Jan 2029 23:48:23.356    02 Jan 2029 23:53:56.250      332.89431373    
03 Jan 2029 01:23:46.678    03 Jan 2029 01:30:03.056      376.37775822    
03 Jan 2029 03:01:42.191    03 Jan 2029 03:01:56.836      14.645143796    
03 Jan 2029 18:06:02.979    03 Jan 2029 18:10:48.556      285.57716851    
03 Jan 2029 19:40:29.558    03 Jan 2029 19:46:47.488      377.93014997    
03 Jan 2029 21:17:02.709    03 Jan 2029 21:22:11.430      308.72079047    
03 Jan 2029 22:53:22.285    03 Jan 2029 22:58:27.987      305.70152029    
04 Jan 2029 00:28:47.594    04 Jan 2029 00:35:01.985      374.39107366    
04 Jan 2029 02:04:43.811    04 Jan 2029 02:09:34.469      290.65817250    
04 Jan 2029 18:45:29.386    04 Jan 2029 18:51:47.664      378.27818734    
04 Jan 2029 20:21:33.608    04 Jan 2029 20:27:10.698      337.08987662    
04 Jan 2029 21:58:11.996    04 Jan 2029 22:03:02.454      290.45807929    
04 Jan 2029 23:33:51.026    04 Jan 2029 23:39:44.521      353.49514842    
05 Jan 2029 01:09:20.975    05 Jan 2029 01:15:20.296      359.32162494    
05 Jan 2029 17:50:52.518    05 Jan 2029 17:56:37.383      344.86546215    
05 Jan 2029 19:26:08.733    05 Jan 2029 19:32:13.490      364.75650009    
05 Jan 2029 21:02:50.764    05 Jan 2029 21:07:45.355      294.59190946    
05 Jan 2029 22:38:52.441    05 Jan 2029 22:44:17.202      324.76088936    
06 Jan 2029 00:14:14.923    06 Jan 2029 00:20:33.601      378.67764045    
06 Jan 2029 01:50:59.299    06 Jan 2029 01:53:49.743      170.44387754    
06 Jan 2029 16:56:54.903    06 Jan 2029 17:01:01.426      246.52336518    
06 Jan 2029 18:30:55.004    06 Jan 2029 18:37:15.437      380.43305834    
06 Jan 2029 20:07:21.607    06 Jan 2029 20:12:37.802      316.19487454    
06 Jan 2029 21:43:47.459    06 Jan 2029 21:48:47.257      299.79817743    
06 Jan 2029 23:19:15.412    06 Jan 2029 23:25:25.491      370.07871838    
07 Jan 2029 00:55:01.156    07 Jan 2029 01:00:19.138      317.98200966    
07 Jan 2029 17:35:58.965    07 Jan 2029 17:42:11.734      372.76905313    
07 Jan 2029 19:11:51.299    07 Jan 2029 19:17:36.834      345.53471458    
07 Jan 2029 20:48:32.382    07 Jan 2029 20:53:22.003      289.62119047    
07 Jan 2029 22:24:17.059    07 Jan 2029 22:30:02.811      345.75205272    
07 Jan 2029 23:59:43.234    08 Jan 2029 00:05:52.146      368.91211242    
08 Jan 2029 16:41:29.285    08 Jan 2029 16:46:54.781      325.49620931    
08 Jan 2029 18:16:27.293    08 Jan 2029 18:22:38.140      370.84721056    
08 Jan 2029 19:53:06.690    08 Jan 2029 19:58:06.040      299.35049139    
08 Jan 2029 21:29:15.428    08 Jan 2029 21:34:32.243      316.81523019    
08 Jan 2029 23:04:38.102    08 Jan 2029 23:10:56.798      378.69601913    
09 Jan 2029 00:40:56.763    09 Jan 2029 00:44:49.846      233.08374882    
09 Jan 2029 15:47:50.455    09 Jan 2029 15:51:00.725      190.26945649    
