Target: DefaultSC

Observer: GroundStation1
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
01 Jan 2029 21:43:29.601    01 Jan 2029 21:48:03.775      274.17393437    
01 Jan 2029 23:21:36.019    01 Jan 2029 23:26:28.557      292.53772093    
02 Jan 2029 21:16:48.456    02 Jan 2029 21:21:22.826      274.36967926    
02 Jan 2029 22:54:54.432    02 Jan 2029 22:59:47.898      293.46625706    
03 Jan 2029 20:50:05.892    03 Jan 2029 20:54:40.331      274.43954976    
03 Jan 2029 22:28:11.385    03 Jan 2029 22:33:05.723      294.33873460    
04 Jan 2029 20:23:21.909    04 Jan 2029 20:27:56.284      274.37520315    
04 Jan 2029 22:01:26.880    04 Jan 2029 22:06:22.025      295.14534264    
05 Jan 2029 19:56:36.508    05 Jan 2029 20:01:10.677      274.16956594    
05 Jan 2029 21:34:40.918    05 Jan 2029 21:39:36.796      295.87739113    
06 Jan 2029 19:29:49.691    06 Jan 2029 19:34:23.508      273.81693948    
06 Jan 2029 21:07:53.502    06 Jan 2029 21:12:50.030      296.52743727    
07 Jan 2029 19:03:01.460    07 Jan 2029 19:07:34.773      273.31302575    
07 Jan 2029 20:41:04.634    07 Jan 2029 20:46:01.724      297.08935115    
08 Jan 2029 18:36:11.819    08 Jan 2029 18:40:44.474      272.65491852    
08 Jan 2029 20:14:14.319    08 Jan 2029 20:19:11.878      297.55833121    
09 Jan 2029 18:09:20.771    09 Jan 2029 18:13:52.612      271.84104086    
09 Jan 2029 19:47:22.562    09 Jan 2029 19:52:20.493      297.93088250    
10 Jan 2029 17:42:28.323    10 Jan 2029 17:46:59.194      270.87110012    
10 Jan 2029 19:20:29.369    10 Jan 2029 19:25:27.574      298.20479031    
11 Jan 2029 17:15:34.481    11 Jan 2029 17:20:04.227      269.74602764    
11 Jan 2029 18:53:34.749    11 Jan 2029 18:58:33.128      298.37910320    
12 Jan 2029 16:48:39.253    12 Jan 2029 16:53:07.721      268.46798061    
12 Jan 2029 18:26:38.710    12 Jan 2029 18:31:37.165      298.45412982    
13 Jan 2029 16:21:42.648    13 Jan 2029 16:26:09.688      267.04033610    
