Target: DefaultSC

Observer: GroundStation1
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
01 Jan 2029 18:28:03.217    01 Jan 2029 18:34:46.423      403.20639149    
01 Jan 2029 20:04:52.856    01 Jan 2029 20:11:53.377      420.52164628    
01 Jan 2029 21:44:15.810    01 Jan 2029 21:48:25.028      249.21793258    
01 Jan 2029 23:23:11.946    01 Jan 2029 23:26:25.804      193.85789508    
02 Jan 2029 00:59:50.763    02 Jan 2029 01:06:08.849      378.08656949    
02 Jan 2029 02:36:38.406    02 Jan 2029 02:43:55.786      437.38072081    
02 Jan 2029 18:03:13.084    02 Jan 2029 18:09:37.898      384.81351575    
02 Jan 2029 19:39:43.759    02 Jan 2029 19:46:52.633      428.87399864    
02 Jan 2029 21:18:57.975    02 Jan 2029 21:23:24.098      266.12303350    
02 Jan 2029 22:58:07.453    02 Jan 2029 23:01:09.590      182.13708572    
03 Jan 2029 00:34:50.525    03 Jan 2029 00:40:54.787      364.26239570    
03 Jan 2029 02:11:34.172    03 Jan 2029 02:18:56.073      441.90042416    
03 Jan 2029 17:38:24.349    03 Jan 2029 17:44:26.172      361.82302677    
03 Jan 2029 19:14:34.426    03 Jan 2029 19:21:50.231      435.80561117    
03 Jan 2029 20:53:38.905    03 Jan 2029 20:58:22.126      283.22128302    
03 Jan 2029 22:33:00.140    03 Jan 2029 22:35:53.157      173.01633612    
04 Jan 2029 00:09:48.961    04 Jan 2029 00:15:38.447      349.48578794    
04 Jan 2029 01:46:29.197    04 Jan 2029 01:53:53.367      444.17035250    
04 Jan 2029 03:25:14.506    04 Jan 2029 03:27:55.319      160.81243933    
04 Jan 2029 17:13:37.586    04 Jan 2029 17:19:10.669      333.08335823    
04 Jan 2029 18:49:24.916    04 Jan 2029 18:56:46.120      441.20458454    
04 Jan 2029 20:28:18.742    04 Jan 2029 20:33:19.008      300.26593100    
04 Jan 2029 22:07:49.737    04 Jan 2029 22:10:36.827      167.09006225    
04 Jan 2029 23:44:46.022    04 Jan 2029 23:50:19.887      333.86508711    
05 Jan 2029 01:21:23.389    05 Jan 2029 01:28:47.742      444.35329948    
05 Jan 2029 02:59:37.307    05 Jan 2029 03:03:32.200      234.89237063    
